"Ccl Lvo","Grado","Org Acad","Descr Fmal","Catálogo","ID Curso","Asignatura","Nº Clase","Sección","Sesión","Componente","Estado Clase","Est Inscr","Lun","Mart","Miérc","Jue","Vier","Sáb","Dom","Hora Inicio Clase","Hora Fin Clase","F Inicial","F Final","ID Instalación","Capacidad Aula Asignada","Capacidad Aula Solicitada","Capacidad Inscripción","Descr","Tot Inscr"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004055","Administración Bases de Datos","8209","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","01/25/2010","06/05/2010","NO-SALON","1000","25","18","","15"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004055","Administración Bases de Datos","8209","1","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 1:00:00.000000PM"," 2:00:00.000000PM","01/25/2010","06/05/2010","SA027-P511","28","25","18","","15"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004181","Administración Básica Linux","8212","1","Ordinaria","Laboratorio","Activo","Cerrado","Y","N","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","01/25/2010","06/05/2010","NO-SALON","1000","24","20","","20"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5691","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","01/25/2010","06/05/2010","PC002-S102","20","20","20","","15"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5691","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","01/25/2010","06/05/2010","SA027-P602","30","20","20","","15"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5692","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","Y","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","01/25/2010","06/05/2010","PC002-S101","20","20","20","","12"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5692","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","01/25/2010","06/05/2010","SA027-P510","40","20","20","","12"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5693","3","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","01/25/2010","06/05/2010","PC002-S106","20","20","20","","16"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5693","3","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 2:00:00.000000PM"," 4:00:00.000000PM","01/25/2010","06/05/2010","SA027-P501","25","20","20","","16"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5694","4","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","01/25/2010","06/05/2010","PC002-S101","20","20","20","","19"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5694","4","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","01/25/2010","06/05/2010","SA027-P501","25","20","20","","19"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5695","5","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","N","Y","N","N"," 9:00:00.000000AM","11:00:00.000000AM","01/25/2010","06/05/2010","PC002-S102","20","20","20","","20"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5695","5","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","Y","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","01/25/2010","06/05/2010","SC052-P415","0","20","20","","20"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5696","6","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","01/25/2010","06/05/2010","PC002-S102","20","20","20","","19"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004056","Admón. Sistemas de Información","5696","6","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","01/25/2010","06/05/2010","SA027-P602","30","20","20","","19"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003194","Análisis de Algoritmos","6587","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","N","N","Y","N"," 8:00:00.000000AM","11:00:00.000000AM","01/25/2010","06/05/2010","SC052-P408","25","30","20","","14"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","003194","Análisis de Algoritmos","6588","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 2:00:00.000000PM"," 5:00:00.000000PM","01/25/2010","06/05/2010","SC052-P428","25","30","20","","10"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","6629","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","01/25/2010","06/05/2010","NO-SALON","1000","20","20","","19"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","6629","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","01/25/2010","06/05/2010","SC051-P502","60","20","20","","19"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","6630","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","01/25/2010","06/05/2010","NO-SALON","1000","20","18","","8"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004183","Análisis y Diseño O.O.","6630","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N"," 9:00:00.000000AM","11:00:00.000000AM","01/25/2010","06/05/2010","SA067-P701","24","20","18","","8"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004185","Arquitectura de Software","8185","1","Ordinaria","Teórico - Práctico","Activo","Cerrado","N","N","N","N","N","Y","N"," 8:00:00.000000AM","12:00:00.000000PM","01/25/2010","06/05/2010","NO-SALON","1000","30","25","","25"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004059","Auditoria de Sistemas","5684","1","Ordinaria","Teórico","Activo","Abierto","N","N","Y","N","N","N","N"," 6:00:00.000000PM"," 9:00:00.000000PM","01/25/2010","06/05/2010","SC054-P202","50","25","20","","18"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","8187","1","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","Y","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","01/25/2010","06/05/2010","NO-SALON","1000","25","23","","21"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","8187","1","Ordinaria","Teórico - Práctico","Activo","Abierto","Y","N","N","N","N","N","N"," 7:00:00.000000AM"," 9:00:00.000000AM","01/25/2010","06/05/2010","SA027-P501","25","25","23","","21"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","8191","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","N","N","Y","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","01/25/2010","06/05/2010","NO-SALON","1000","25","20","","19"
"1010","PREG","DPT-ISIST","Departamento de Ingeniería de Sistemas","4800","004186","Bases de Datos","8191","2","Ordinaria","Teórico - Práctico","Activo","Abierto","N","Y","N","N","N","N","N","11:00:00.000000AM"," 1:00:00.000000PM","01/25/2010","06/05/2010","SA027-P502","100","25","20","","19"
